"","district","village","district_harmonized","village_harmonized","longitute","latitude"
"972","Metta","Walensu#2_B. gadi","","",41.68,9.43
"973","Metta","Walensu#2_B.gadi","","",41.68,9.43
"974","Metta","Walensu#2_B.gama","","",41.68,9.43
"975","Metta","Walensu#2_B.oli","","",41.68,9.43
"976","Metta","Walensu#2_B/gadi","","",41.68,9.43
"977","Metta","Walensu#2_B/gama","","",41.68,9.43
"978","Metta","Walensu#2_B/olii","","",41.68,9.43
"979","Metta","Walensu#2_Dheertuu","","",41.68,9.43
"980","Metta","Walensu#2_Gaara","","",41.68,9.43
"981","Metta","Walensu#2_Gara","","",41.68,9.43
"982","Metta","Walensu#2_Gooroo","","",41.68,9.43
"983","Metta","Walensu#2_Goro","","",41.68,9.43
"984","Metta","Walensu#2_Illi","","",41.68,9.43
"985","Metta","Walensu#2_Illii","","",41.68,9.43
"986","Metta","Walensu#2_Mumad","","",41.68,9.43
"987","Metta","Walensu#2_Mummad","","",41.68,9.43
"988","Metta","Walensu#2_Sharifota","","",41.68,9.43
"989","Metta","Walensu#2_Usman","","",41.68,9.43
"990","Metta","Walensu#2_Yabatu","","",41.68,9.43
"991","Metta","Walensu#2_Yabbattu","","",41.68,9.43
"992","Nagash","Ayniye","","",39.434316,8.663253
"993","Nigatu","Hayilu","","",39.434316,8.663253
"994","North Achefer","Ambeshen","","",NA,NA
"995","North Achefer","dembola","","",NA,NA
"996","North Achefer","liben","","",NA,NA
"997","North Achefer","sankra","","",NA,NA
"998","Oda Bultum","Budee","","",40.867525,9.087065
"999","Oda Bultum","G/Biyoo","","",40.867525,9.087065
"1000","Oda Bultum","Gara Biyoo","","",40.867525,9.087065
"1001","Oda Bultum","Gara Biyyo","","",40.867525,9.087065
"1002","Oda Bultum","Garti Ilo","","",40.867525,9.087065
"1003","Oda Bultum","Halchaw","","",40.867525,9.087065
"1004","Oda Bultum","Walenba","","",40.867525,9.087065
"1005","Oda Bultum","Wallenba","","",40.867525,9.087065
"1006","Omo Nada","Doyu Yaya","","",NA,NA
"1007","Omo Nada","Gudeta Bula","","",NA,NA
"1008","Raya Alamata","Aqujira","","",39.56005096,12.41176562
"1009","Raya Alamata","Gerjale","","",39.6141414857143,12.4772919714286
"1010","Raya Alamata","Selam Biqalsi","","",39.5750227727273,12.3928174090909
"1011","Raya Alamata","Tsetsera","","",39.56005096,12.41176562
"1012","RayaAlamata","Aqujira","","",39.56005096,12.41176562
"1013","RayaAlamata","Tsetsera","","",39.56005096,12.41176562
"1014","Roba","Gamada","","",39.434316,8.663253
"1015","Roba","Lenco","","",39.434316,8.663253
"1016","Sabona","Gexiye","","",39.434316,8.663253
"1017","Sayo","Shogo","","",NA,NA
"1018","Sayo","Yama","","",NA,NA
"1019","Sayyo","A/Mikael","","",36.935514,9.236322
"1020","Shisho Ende","Beko","","",35.8728575,7.28025871875
"1021","Shisho Ende","Kuskora","","",35.8774723076923,7.27732117948718
"1022","Sianan","Jafera","","",39.91666667,7.166666667
"1023","Sida","Tulamo","","",39.434316,8.663253
"1024","Sinana","Besaso","","",39.91666667,7.166666667
"1025","Sinana","Jafer","","",39.91666667,7.166666667
"1026","Sinana","Selka","","",39.91666667,7.166666667
"1027","Sinana","Selqa Bekaye","","",39.91666667,7.166666667
"1028","Sinana","W/Arjo","","",39.91666667,7.166666667
"1029","Sire"," B/ciraho","","",39.48060006,8.296930325
"1030","Sire"," K/babale","","",39.4485637567883,8.31440437654622
"1031","Sire","Amola Chancho","","",39.45,8.283333333
"1032","Sire","B/Ciraho","","",39.48060006,8.296930325
"1033","Sire","B/banban","","",39.48060006,8.296930325
"1034","Sire","B/ciraho","","",39.4785983142445,8.29674606251639
"1035","Sire","Dangicha Gefersa","","",39.45,8.283333333
"1036","Sire","Gasala Amuta","","",39.45,8.283333333
"1037","Sire","Hogisa Barano","","",39.45,8.283333333
"1038","Sire","K/babale","","",39.5067043357713,8.28455321595151
"1039","Sire","K/balale","","",39.4650432489758,8.30353370383181
"1040","Sire","L/banaban","","",39.4787761591321,8.29538030379145
"1041","Sire","L/banban","","",39.4735587398431,8.29781193488783
"1042","Sire","L/lamafa","","",39.4664165399915,8.30489252852429
"1043","Sire","L/lamafo","","",39.4699276735106,8.30435102193543
"1044","Sire","L/lamfo","","",39.4650432489758,8.30081592262797
"1045","Sire","M/lamafo","","",39.4980022333508,8.28179055229727
"1046","TOLE","K/LUKU","","",38.363187,8.615096
"1047","TOLE","T/YAYA","","",38.363187,8.615096
"1048","TOLEE","G/BUBISA","","",38.363187,8.615096
"1049","TOLEE","T/WAAYYU","","",38.363187,8.615096
"1050","Tafa","Yadate","","",39.434316,8.663253
"1051","Tagane","Mulu","","",39.434316,8.663253
"1052","Tahtay adyabo","Ademeyti","","",NA,NA
"1053","Tahtay adyabo","Mentebteb","","",NA,NA
"1054","Taji","Armufo","","",38.345032,8.6136098
"1055","Tiru Afeta","Decha Nedi","","",NA,NA
"1056","Tiru Afeta","Kejelo","","",NA,NA
"1057","Tiru Afeta","kejelo","","",NA,NA
"1058","Tole","Armufo  Taji","","",38.345032,8.6136098
"1059","Tole","Armufo Taji","","",38.345032,8.6136098
"1060","Tole","Bottonee","","",38.33333333,8.583333333
"1061","Tole","Dhokaat","","",38.33333333,8.583333333
"1062","Tole","Koocee","","",38.33333333,8.583333333
"1063","Tole","QA Leeqaa","","",38.345032,8.6136098
"1064","Tole","Tullu Taji","","",38.345032,8.6136098
"1065","Tole","Tumee Cirfaa","","",38.33333333,8.583333333
"1066","Tole","W/Migriddi","","",NA,NA
"1067","Tole","W/Migridi","","",NA,NA
"1068","Tole","Wasarbi Migridi","","",38.345032,8.6136098
"1069","Tufa","Wagansu","","",39.434316,8.663253
"1070","Tulu","Aboro","","",39.434316,8.663253
"1071","Tulu","Gamachu ","","",39.434316,8.663253
"1072","Wolde Mariyam","Laqew","","",39.434316,8.663253
"1073","Wolde Tsadik","Tizaze","","",39.434316,8.663253
"1074","Wolde Tsadik","Warku","","",39.434316,8.663253
"1075","Woldemariam","Anbas","","",39.434316,8.663253
"1076","Yimer","Masresha","","",39.434316,8.663253
"1077","Yinasu","Sisay","","",39.434316,8.663253
"1078","a","selam","","",NA,NA
"1079","bowak","D.tem","","",NA,NA
"1080","chena","kocha","","",36.247559,7.264981
"1081","chena","kulush","","",36.247559,7.264981
"1082","chewtaema","Ayba","","",NA,NA
"1083","dabat","abitera","","",NA,NA
"1084","dabat","dara","","",NA,NA
"1085","dera","huletu wogedamie","","",NA,NA
"1086","dera","wonchet ","","",NA,NA
"1087","duro","T/gar","","",38.087877,7.313028
"1088","dwa","Yha","","",NA,NA
"1089","g.shila","Ayba","","",NA,NA
"1090","gerba","T/gar","","",38.087877,7.313028
"1091","goncha siso enesi","layi tachi micheale","","",38.088284,10.926385
"1092","goncha siso ense","engode","","",38.088284,10.926385
"1093","jkg","fhu","","",NA,NA
"1094","kedida","Aze Dobo","","",37.91666667,7.25
"1095","kedida","Zato Shodera","","",37.91666667,7.25
"1096","kedida  Gamela","Adilo","","",37.5110992857143,7.32839964285714
"1097","kete","T/gar","","",38.087877,7.313028
"1098","lume"," Dh/b/kaawaa","","",39.07081604,8.47101398
"1099","lume"," k/gaddee","","",39.07081604,8.47101398
"1100","lume","Dh/B/kaawaa","","",39.07081604,8.47101398
"1101","lume","Dh/b/kaawaa","","",39.07081604,8.47101398
"1102","lume","K/gaddee","","",39.07081604,8.47101398
"1103","lume","Xaddee","","",NA,NA
"1104","lume","k/Dalota","","",39.07081604,8.47101398
"1105","lume","k/Daolta","","",39.07081604,8.47101398
"1106","lume","k/gaddee","","",39.07081604,8.47101398
"1107","lume","xaddee","","",39.07081604,8.47101398
"1108","lume","xadee","","",39.07081604,8.47101398
"1109","mysha","Ayba","","",NA,NA
"1110","n/achefer","liben","","",NA,NA
"1111","n/achefer","sankira","","",NA,NA
"1112","north achefer","Adamna","","",NA,NA
"1113","north achefer","Ambeshin","","",NA,NA
"1114","north achefer","Atuga","","",NA,NA
"1115","north achefer","Liben Dankura","","",NA,NA
"1116","north achefer","Marki","","",NA,NA
"1117","north achefer","Mis-genta","","",37.23815918,11.7436806
"1118","north achefer","abes wuha","","",37.23815918,11.7436806
"1119","north achefer","addis alem","","",NA,NA
"1120","north achefer","bekiz","","",37.23815918,11.7436806
"1121","north achefer","belese","","",NA,NA
"1122","north achefer","berber","","",37.23815918,11.7436806
"1123","north achefer","bora","","",NA,NA
"1124","north achefer","chagnoch","","",NA,NA
"1125","north achefer","denbola","","",NA,NA
"1126","north achefer","ditmara","","",NA,NA
"1127","north achefer","gobe","","",37.23815918,11.7436806
"1128","north achefer","gorashikan","","",NA,NA
"1129","north achefer","jibachawura","","",NA,NA
"1130","north achefer","kebi","","",NA,NA
"1131","north achefer","ketema","","",37.23815918,11.7436806
"1132","north achefer","kolel","","",37.23815918,11.7436806
"1133","north achefer","mea-genta","","",37.23815918,11.7436806
"1134","north achefer","melatit","","",37.23815918,11.7436806
"1135","north achefer","menta warka","","",NA,NA
"1136","north achefer","sibena","","",37.23815918,11.7436806
"1137","north achefer","tsimora","","",NA,NA
"1138","north achefer","village3","","",NA,NA
"1139","north achefer","zimbusie","","",37.23815918,11.7436806
"1140","tole","Wasarbi Migridi","","",38.345032,8.6136098
"1141","tsimbla","selam","","",NA,NA
"1142",NA,"Ejersa Jorro","","",39.16666667,8.583333333
"1143",NA,"k/gaddee","","",NA,NA
"1144",NA,NA,"","",NA,NA
